employee_id,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,department,salary,satisfaction_level,last_evaluation
41224,4,172,4,0,0,0,marketing,medium,0.64,0.75
41227,3,177,2,0,0,0,sales,medium,0.81,0.83
41228,3,149,2,0,0,0,accounting,medium,0.87,0.57
41248,3,231,2,0,0,0,support,medium,0.74,0.61
24937,3,226,3,1,0,0,technical,high,0.73,0.89
41258,4,187,4,1,0,0,management,high,0.97,0.58
41268,3,145,2,0,0,0,marketing,high,0.54,0.81
41269,4,138,2,0,0,0,marketing,high,0.59,0.55
41270,3,153,4,0,0,0,marketing,high,0.99,0.95
41274,4,168,3,0,0,0,sales,high,0.79,0.75
41276,3,111,2,0,0,0,sales,high,0.96,0.37
41281,3,154,2,0,0,0,sales,high,0.54,0.67
41296,4,171,3,0,0,0,sales,low,0.79,0.84
41301,3,253,2,0,0,0,sales,low,0.64,0.79
41309,4,160,3,0,0,0,sales,low,0.65,0.53
25609,3,196,4,0,0,0,sales,low,0.87,0.86
41334,4,178,3,0,0,0,sales,low,0.7,0.59
35931,3,268,3,0,0,0,sales,low,0.89,0.81
41346,6,146,3,0,0,0,sales,low,0.61,0.58
41352,4,185,2,0,0,0,sales,low,0.9,0.49
41362,4,247,3,1,0,0,sales,medium,0.49,0.54
41363,4,210,2,0,0,0,sales,medium,0.85,0.97
41364,3,234,3,0,0,0,sales,medium,0.54,0.58
41367,4,271,2,0,0,0,sales,medium,0.64,0.57
41370,5,102,5,0,0,0,sales,medium,0.81,0.77
41383,3,163,3,0,0,0,sales,medium,0.49,0.66
41384,3,144,4,1,0,0,sales,medium,0.58,0.57
41387,3,172,3,0,0,0,sales,medium,0.62,0.49
41390,3,203,3,1,0,0,accounting,medium,0.8,0.84
41394,3,192,3,1,0,0,accounting,medium,0.64,0.64
41395,5,159,2,0,0,0,accounting,medium,0.81,0.86
41398,3,159,2,0,0,0,hr,medium,0.8,0.74
41404,4,206,2,0,0,0,hr,medium,0.92,0.81
36203,4,225,2,1,0,0,hr,medium,0.66,0.98
39288,3,252,2,0,0,0,hr,medium,0.79,0.89
41416,6,113,3,0,0,0,technical,medium,0.74,0.54
39868,3,238,2,0,0,0,technical,medium,0.79,0.74
41424,3,217,3,0,0,0,technical,medium,0.87,0.94
41444,4,145,2,0,0,0,technical,medium,0.49,0.57
41445,5,128,4,1,0,0,technical,medium,0.3,0.44
41449,4,177,3,0,0,0,technical,medium,0.85,0.89
48324,4,256,4,0,0,0,technical,medium,0.61,0.97
41459,3,182,3,1,0,0,technical,medium,0.68,0.55
41460,4,226,2,0,0,0,technical,high,0.67,0.67
41465,5,168,3,0,0,0,technical,low,0.63,0.73
41468,4,145,3,0,0,0,technical,medium,0.63,0.94
41470,4,172,4,0,0,0,support,medium,0.5,0.88
41471,4,233,2,0,0,0,support,medium,0.7,0.55
50380,5,202,4,0,0,0,support,medium,0.18,0.46
41487,5,255,2,0,0,0,support,medium,0.77,0.55
41502,3,257,3,0,0,0,support,medium,0.78,0.61
41507,3,185,3,0,0,0,support,medium,0.54,0.77
41509,3,231,4,0,0,0,support,medium,0.9,0.69
41510,3,207,2,0,0,0,support,medium,0.56,0.76
57343,3,215,3,0,0,0,support,medium,0.63,0.81
41515,5,243,3,1,0,0,support,low,0.68,0.75
41517,3,198,3,0,0,0,support,low,0.96,0.54
92132,6,232,6,0,0,0,technical,low,0.85,0.87
41535,4,150,3,0,0,0,technical,low,0.82,
41536,2,188,3,0,0,0,technical,low,0.44,0.39
41537,4,155,3,0,0,0,management,low,0.86,0.97
41552,3,109,3,0,0,0,IT,low,0.56,0.68
41555,3,170,3,0,0,0,IT,high,0.69,0.94
41559,5,214,2,0,0,0,IT,low,0.91,0.85
41561,3,244,3,0,0,0,IT,high,0.99,0.94
41567,5,137,4,0,0,0,IT,high,0.76,0.84
41568,5,250,2,0,0,0,product_mng,low,0.63,0.67
41570,4,247,3,1,0,0,product_mng,low,0.21,0.62
60443,2,222,4,0,0,0,product_mng,high,0.63,0.43
41586,2,100,2,0,0,0,product_mng,low,0.58,0.51
41593,4,212,3,0,0,0,IT,medium,0.52,0.84
41597,3,184,5,0,0,0,RandD,high,0.89,0.64
41607,4,177,3,0,0,0,RandD,medium,0.81,0.81
41608,3,138,3,0,0,0,RandD,medium,0.62,0.73
41614,4,167,3,1,0,0,RandD,medium,0.83,0.5
41619,3,201,3,0,0,0,RandD,medium,0.85,0.99
41634,5,162,3,0,0,0,marketing,high,0.52,0.61
41638,5,126,5,0,0,0,sales,medium,0.57,0.97
62849,4,145,3,0,0,0,accounting,medium,0.93,1.0
41649,3,211,3,0,0,0,support,medium,0.78,0.89
41656,3,167,2,0,0,0,technical,high,0.65,0.59
41663,5,256,6,0,0,0,management,medium,0.42,0.74
65935,6,237,5,0,0,0,marketing,high,0.22,0.61
69753,5,135,4,1,0,0,marketing,low,0.71,0.96
41680,5,209,4,0,0,0,marketing,medium,0.44,0.68
41683,4,190,3,0,0,0,sales,medium,0.6,0.52
41703,3,134,4,0,0,0,sales,medium,0.68,0.61
41708,2,148,2,1,0,0,sales,medium,0.53,0.41
41712,4,202,3,0,0,0,sales,low,0.8,0.82
41713,4,176,2,0,0,0,sales,low,0.97,0.82
70851,2,221,6,0,0,0,sales,low,0.47,0.47
73199,3,156,3,0,0,0,sales,low,0.96,0.93
41729,6,98,3,0,0,0,sales,low,0.81,0.45
75255,4,134,4,0,0,0,sales,low,0.86,0.65
41735,4,203,4,1,0,0,sales,low,0.59,0.82
41740,3,189,3,0,0,0,sales,low,0.53,0.97
41744,3,258,2,0,0,0,sales,low,0.57,0.86
41751,4,237,3,0,0,0,sales,low,0.7,0.48
41755,4,224,3,0,0,0,sales,high,0.58,0.59
41758,5,125,3,1,0,0,sales,low,0.43,0.86
77468,4,207,4,0,0,0,sales,low,0.92,0.82
41769,5,194,3,0,0,0,sales,low,0.24,0.7
41783,3,273,3,0,0,0,sales,low,0.67,0.52
41795,3,209,3,0,0,0,sales,high,0.68,0.84
41798,3,181,3,0,0,0,accounting,low,0.54,0.75
41803,3,172,4,1,0,0,accounting,low,0.73,0.63
41804,4,139,3,0,0,0,accounting,low,0.59,0.41
41806,6,260,4,0,0,0,hr,high,0.22,0.64
41810,3,168,4,1,0,0,hr,low,0.49,0.83
41813,6,242,3,1,0,0,hr,medium,0.91,1.0
41816,4,206,3,0,0,0,hr,high,0.18,0.97
41820,5,107,4,0,0,0,technical,medium,0.71,0.41
41822,5,216,2,0,0,0,technical,high,0.56,0.66
97381,4,152,3,0,0,0,technical,medium,0.84,0.62
41830,5,122,5,0,0,0,technical,medium,0.59,0.49
85488,4,138,3,0,0,0,technical,medium,0.88,0.62
86805,3,182,2,0,0,0,technical,medium,0.8,0.52
41847,3,205,2,0,0,0,technical,medium,0.53,0.63
41851,3,267,4,0,0,0,technical,medium,0.53,0.83
41855,3,150,2,0,0,0,technical,medium,0.3,0.67
41856,4,134,2,0,0,0,technical,medium,0.91,0.7
41857,5,116,5,1,0,0,technical,high,0.32,0.66
41861,3,181,3,0,0,0,support,low,0.73,0.87
91255,3,268,3,0,0,0,support,medium,0.87,0.54
41871,3,129,3,0,0,0,support,medium,0.57,0.73
41872,3,151,4,0,0,0,support,medium,0.62,0.94
41876,3,243,4,0,0,0,support,medium,0.55,0.91
41882,5,143,2,0,0,0,support,medium,0.93,0.57
41887,6,156,2,1,0,0,support,medium,0.3,0.47
41896,3,210,2,0,0,0,support,medium,0.57,0.7
41913,4,279,6,0,0,0,support,medium,0.9,0.85
41915,4,270,3,1,0,0,support,medium,0.83,0.79
41918,5,160,3,0,0,0,support,high,0.38,0.64
97865,4,173,2,0,0,0,technical,low,0.97,0.95
41927,4,261,3,0,0,0,technical,low,0.7,1.0
41930,4,178,6,0,0,0,technical,low,0.26,0.73
41932,3,122,3,0,0,0,management,high,0.58,0.58
41937,5,227,4,0,0,0,IT,low,0.69,0.57
98727,2,168,3,0,0,0,IT,low,0.88,0.6
41943,4,252,4,0,0,0,IT,low,0.57,0.91
41953,5,170,4,0,0,0,IT,high,0.94,0.8
41966,3,135,3,0,0,0,IT,low,0.94,0.58
41983,5,286,5,0,0,0,product_mng,low,0.46,0.49
41987,2,213,3,1,0,0,product_mng,low,0.49,0.57
41991,5,148,3,0,0,0,product_mng,low,0.96,1.0
41998,5,117,4,0,0,0,product_mng,low,0.29,0.95
42036,3,164,2,0,0,0,IT,low,0.94,0.69
99518,3,262,2,1,0,0,RandD,low,0.56,0.64
42053,5,250,5,1,0,0,RandD,medium,0.18,0.49
42057,4,222,3,0,0,0,RandD,medium,0.84,0.83
42058,3,192,4,0,0,0,RandD,medium,0.58,0.96
42063,5,151,6,0,0,0,RandD,medium,0.21,0.6
42067,4,216,2,0,0,0,marketing,medium,0.59,0.53
42072,3,234,2,0,0,0,marketing,medium,0.66,0.65
42074,4,268,3,0,0,0,sales,medium,0.58,0.82
42078,4,194,5,0,0,0,accounting,medium,0.66,0.49
42087,3,200,2,0,0,0,support,medium,0.56,0.78
42088,3,194,3,0,0,0,technical,medium,0.92,0.78
42096,3,176,3,0,0,0,management,medium,0.56,0.69
42104,4,158,3,0,0,0,marketing,medium,0.57,0.59
42106,3,271,4,0,0,0,marketing,high,0.99,0.79
14937,4,187,4,0,0,0,marketing,low,0.76,0.93
42125,4,202,2,0,0,0,sales,medium,0.78,0.91
42127,5,202,2,0,0,0,sales,medium,0.99,0.48
15764,6,204,3,1,0,0,sales,medium,0.71,0.95
42129,4,204,3,1,0,0,sales,medium,0.51,0.96
42134,3,244,3,0,0,0,sales,low,0.88,0.82
20175,3,234,3,0,0,0,sales,low,0.96,0.83
42148,4,217,3,0,0,0,sales,low,0.9,0.64
21142,4,142,4,0,0,0,sales,low,0.77,0.51
42164,4,186,3,1,0,0,sales,low,0.95,0.5
42168,3,267,2,1,0,0,sales,low,0.85,0.67
31245,2,108,3,0,0,0,sales,low,0.46,0.79
42182,3,274,4,0,0,0,sales,low,0.57,0.95
41866,3,148,4,0,0,0,sales,low,0.93,1.0
43567,5,168,3,0,0,0,sales,low,0.78,0.68
42196,4,185,2,1,0,0,sales,low,0.68,1.0
42204,3,257,2,0,0,0,sales,low,0.83,0.78
42222,5,256,4,1,0,0,sales,low,0.56,0.51
42229,2,188,2,0,0,0,sales,low,0.93,0.78
42244,6,173,4,0,0,0,sales,low,0.13,0.53
42246,5,208,2,1,0,0,accounting,low,0.71,0.99
45480,4,202,3,0,0,0,accounting,low,0.98,0.74
42250,3,134,3,0,0,0,accounting,low,0.83,0.82
42254,3,154,2,0,0,0,hr,low,0.78,0.65
50095,3,103,3,0,0,0,hr,low,0.35,0.58
60718,4,256,6,0,0,0,hr,low,0.67,0.55
42269,4,274,3,0,0,0,hr,medium,0.86,0.88
42270,2,163,3,0,0,0,technical,medium,0.33,0.61
42280,6,232,3,0,0,0,technical,medium,0.3,0.86
61121,4,268,3,0,0,0,technical,medium,0.75,0.63
42290,3,209,3,0,0,0,technical,medium,0.8,0.98
42298,5,238,3,0,0,0,technical,medium,0.98,0.53
42300,3,155,2,0,0,0,technical,medium,0.72,0.48
42301,5,270,3,0,0,0,technical,medium,0.82,0.52
42304,3,134,2,1,0,0,technical,medium,0.91,0.59
42318,3,221,3,1,0,0,technical,medium,0.84,0.78
69255,4,258,3,0,0,0,technical,medium,0.95,0.74
42329,6,272,5,0,0,0,technical,medium,0.53,0.51
42345,4,184,3,0,0,0,support,high,0.5,0.5
42349,6,276,2,0,0,0,support,low,0.36,0.95
42360,4,186,3,0,0,0,support,medium,0.33,0.38
42361,3,189,5,0,0,0,support,medium,0.38,0.47
71110,3,224,3,0,0,0,support,medium,0.7,0.9
42365,6,237,6,0,0,0,support,medium,0.44,0.45
42376,3,144,2,0,0,0,support,low,0.32,0.66
42382,6,171,3,1,0,0,support,low,0.63,0.93
42390,3,232,2,0,0,0,support,low,0.56,0.54
73626,4,193,2,1,0,0,support,low,0.56,0.78
42393,3,166,2,0,0,0,support,low,0.81,0.78
42396,3,167,2,0,0,0,technical,low,0.89,0.75
42397,2,101,3,0,0,0,technical,low,0.63,0.87
42405,5,266,3,0,0,0,technical,low,0.64,0.66
42412,3,135,2,0,0,0,management,low,0.46,0.53
42413,4,137,3,0,0,0,IT,low,0.76,0.56
65359,3,191,3,0,0,0,IT,low,0.99,0.71
42424,4,262,2,0,0,0,IT,low,0.85,0.76
42427,3,174,3,0,0,0,IT,low,0.78,0.99
42437,4,241,2,0,0,0,IT,low,0.91,0.56
42441,5,144,4,1,0,0,product_mng,low,0.16,0.57
42442,3,218,3,0,0,0,product_mng,low,0.71,0.57
42446,5,210,2,0,0,0,product_mng,low,0.92,0.68
42451,6,208,5,1,0,0,product_mng,low,0.21,0.98
42457,3,232,3,0,0,0,IT,low,0.74,0.6
42459,3,140,2,0,0,0,RandD,low,0.76,0.6
42462,3,189,4,0,0,0,RandD,low,0.62,0.95
74441,5,264,3,0,0,0,RandD,medium,1.0,0.61
42474,5,157,2,0,0,0,RandD,medium,0.67,0.54
42476,4,161,2,0,0,0,RandD,medium,0.81,0.87
42478,4,149,3,0,0,0,marketing,medium,0.84,0.69
75073,3,144,4,0,0,0,sales,medium,0.84,0.99
42492,4,242,2,0,0,0,accounting,medium,0.97,0.97
42498,6,214,5,0,0,0,support,medium,0.7,0.5
42500,4,174,3,0,0,0,technical,medium,0.52,0.74
42504,5,169,3,0,0,0,management,medium,0.46,0.88
42506,4,268,2,0,0,0,marketing,medium,1.0,0.87
42514,3,257,3,0,0,0,marketing,medium,0.91,0.58
42522,4,187,5,0,0,0,marketing,medium,0.16,0.69
42539,5,270,2,0,0,0,sales,high,0.58,0.62
42540,5,173,4,0,0,0,sales,low,0.75,0.61
76873,6,193,4,0,0,0,sales,medium,0.96,0.62
42551,4,212,2,0,0,0,sales,medium,0.92,0.78
42570,3,156,3,0,0,0,sales,medium,0.35,0.63
42572,3,244,3,0,0,0,sales,medium,0.56,0.96
42574,3,255,4,0,0,0,sales,low,0.27,0.96
81817,5,152,3,1,0,0,sales,low,0.66,0.72
42597,4,163,3,1,0,0,sales,low,0.66,0.98
42601,3,150,2,0,0,0,sales,low,0.98,0.69
42603,4,169,2,0,0,0,sales,low,0.51,0.58
42604,3,133,3,0,0,0,sales,low,0.51,0.83
42611,4,202,3,1,0,0,sales,low,0.53,0.94
42617,4,169,2,0,0,0,sales,low,0.69,0.7
85452,4,270,2,1,0,0,sales,low,0.66,0.74
42621,3,251,2,1,0,0,sales,low,0.89,0.76
86151,3,267,5,0,0,0,sales,low,0.74,0.64
65612,4,224,3,0,0,0,sales,low,0.82,0.75
42627,3,250,2,0,0,0,sales,low,0.66,0.9
87170,3,258,2,0,0,0,accounting,low,0.59,0.97
42635,2,209,5,0,0,0,accounting,low,0.13,0.65
42643,4,215,3,0,0,0,accounting,low,0.68,0.74
42656,3,183,3,0,0,0,hr,low,0.5,0.81
42665,3,143,3,0,0,0,hr,low,0.6,0.82
42672,3,174,3,0,0,0,hr,low,0.87,0.98
87746,6,170,4,0,0,0,hr,low,0.51,0.89
42676,3,202,2,0,0,0,technical,low,0.78,0.63
91625,4,160,2,0,0,0,technical,medium,0.66,0.96
42693,5,211,2,0,0,0,technical,medium,0.72,0.73
42698,3,236,3,1,0,0,technical,medium,0.57,0.98
42704,4,236,3,0,0,0,technical,medium,0.5,0.49
42711,4,252,2,1,0,0,technical,medium,0.72,0.62
42713,3,155,2,1,0,0,technical,medium,0.41,0.48
42717,5,138,2,0,0,0,technical,medium,0.55,0.65
42719,4,195,3,1,0,0,technical,medium,0.49,0.94
42727,3,150,3,0,0,0,technical,medium,0.8,0.94
42740,3,172,3,0,0,0,technical,medium,0.78,0.51
42743,3,240,2,0,0,0,support,medium,0.69,0.56
42744,3,229,6,0,0,0,support,medium,0.83,0.98
42749,3,169,3,0,0,0,support,high,0.89,0.73
42750,3,246,3,0,0,0,support,low,0.94,0.82
93209,4,260,2,1,0,0,support,medium,0.51,0.53
95666,4,101,6,0,0,0,support,medium,0.89,0.9
54365,3,190,3,0,0,0,support,medium,0.99,0.69
42768,3,154,4,0,0,0,support,medium,0.79,0.66
42769,4,196,4,0,0,0,support,low,0.98,0.97
42770,3,209,3,0,0,0,support,low,0.98,0.97
42782,4,223,3,0,0,0,support,low,0.97,0.67
42784,4,221,3,0,0,0,technical,low,0.71,0.71
42799,4,141,3,0,0,0,technical,low,0.49,0.6
42800,3,135,3,0,0,0,technical,low,0.72,0.71
42803,2,191,3,1,0,0,management,low,0.58,0.61
42804,4,195,3,0,0,0,IT,low,0.65,1.0
86261,5,217,4,0,0,0,IT,low,0.18,0.55
42817,4,184,3,0,0,0,IT,low,0.83,0.99
42830,5,188,3,0,0,0,IT,low,0.2,0.76
50644,6,240,6,0,0,0,IT,low,0.96,0.93
42835,4,226,3,0,0,0,product_mng,low,0.59,0.69
42837,3,196,3,0,0,0,product_mng,low,0.97,0.99
42844,6,251,4,0,0,0,product_mng,low,0.14,0.99
88871,4,150,2,0,0,0,product_mng,low,0.75,0.96
95568,3,249,3,0,0,0,IT,low,0.71,0.63
42871,4,251,3,0,0,0,RandD,low,0.84,0.52
3998,5,252,3,0,0,0,RandD,medium,0.57,0.75
42878,5,261,5,0,0,0,RandD,medium,0.46,0.55
20178,4,225,2,0,0,0,RandD,medium,0.77,0.94
42891,2,151,3,0,0,0,RandD,medium,0.44,0.65
42896,4,147,2,0,0,0,marketing,medium,0.68,0.59
42902,4,159,3,0,0,0,sales,medium,0.94,0.58
93296,4,241,2,1,0,0,accounting,medium,0.73,0.91
42911,5,176,5,0,0,0,support,medium,0.51,0.5
42923,4,218,4,0,0,0,technical,medium,0.93,0.87
42929,4,219,3,0,0,0,management,medium,0.74,1.0
42938,3,227,3,0,0,0,marketing,medium,0.82,0.9
42946,4,182,2,0,0,0,marketing,medium,0.86,0.91
42947,4,196,2,1,0,0,marketing,high,0.99,0.86
42952,4,257,3,0,0,0,sales,low,0.58,0.86
78620,5,182,5,0,0,0,sales,medium,0.96,0.6
42985,4,192,3,0,0,0,sales,medium,0.72,0.67
42986,4,142,4,0,0,0,sales,medium,0.23,0.94
42991,4,172,2,0,0,0,sales,medium,0.99,0.79
42994,4,188,3,0,0,0,sales,low,0.95,0.58
93506,5,281,3,1,0,0,sales,low,0.75,0.55
56001,4,255,2,0,0,0,sales,low,0.95,0.54
43018,3,223,3,0,0,0,sales,low,0.97,0.84
43021,2,219,4,0,0,0,sales,low,0.98,0.86
43023,3,195,2,0,0,0,sales,low,0.79,0.98
43030,2,156,3,0,0,0,sales,low,0.54,0.91
23804,5,259,4,0,0,0,sales,low,0.51,0.51
43035,4,266,3,1,0,0,sales,low,0.83,0.91
43040,3,147,2,0,0,0,sales,low,0.6,0.7
43074,4,207,3,0,0,0,sales,low,0.58,0.83
43082,3,185,2,0,0,0,sales,low,0.55,0.68
43085,5,195,2,0,0,0,sales,low,0.5,0.64
43089,6,148,4,0,0,0,sales,low,0.46,0.41
83957,3,157,2,0,0,0,accounting,low,0.61,0.82
43094,4,146,3,0,0,0,accounting,low,0.91,0.98
43099,3,262,4,0,0,0,accounting,low,0.5,0.94
89067,3,169,3,0,0,0,hr,low,0.75,0.82
43117,3,192,3,1,0,0,hr,low,0.74,0.87
97548,4,147,2,0,0,0,hr,low,0.62,0.53
43124,5,254,2,1,0,0,hr,low,0.87,0.76
43126,3,244,4,0,0,0,technical,medium,0.13,0.72
43127,2,100,6,0,0,0,technical,medium,0.71,0.43
43128,3,173,2,0,0,0,technical,medium,0.7,0.9
43129,2,197,2,1,0,0,technical,medium,0.32,0.87
43134,3,256,4,0,0,0,technical,medium,0.84,0.72
43154,4,253,2,0,0,0,technical,medium,0.79,0.87
43161,4,152,2,0,0,0,technical,medium,0.97,0.64
43168,5,136,3,0,0,0,technical,medium,0.76,0.58
43169,3,141,3,0,0,0,technical,medium,0.97,0.63
43170,5,212,3,1,0,0,technical,medium,0.53,0.4
43175,4,144,3,0,0,0,technical,medium,0.61,0.57
15866,2,118,4,0,0,0,support,medium,0.94,0.89
43181,5,265,3,1,0,0,support,high,0.52,0.79
43182,3,143,3,0,0,0,support,low,0.91,0.67
43200,3,230,2,0,0,0,support,medium,0.52,0.63
43203,5,243,2,0,0,0,support,medium,0.59,0.68
78428,3,152,4,1,0,0,support,medium,0.61,0.71
12313,3,252,3,0,0,0,support,medium,0.78,0.78
43222,3,113,2,0,0,0,support,low,0.44,0.67
44168,4,259,2,0,0,0,support,low,0.8,0.97
43232,4,139,5,0,0,0,support,low,0.54,0.6
43233,4,228,3,1,0,0,support,low,0.96,0.91
43234,4,214,3,0,0,0,technical,low,0.98,0.49
43236,4,210,4,0,0,0,technical,low,0.83,0.91
43237,4,146,3,0,0,0,technical,low,0.64,0.89
73786,3,155,2,0,0,0,management,low,0.51,0.78
43246,2,169,5,0,0,0,IT,low,0.31,0.42
43271,3,258,3,0,0,0,IT,low,0.53,0.68
43272,3,258,2,0,0,0,IT,low,0.81,0.53
43274,3,168,4,0,0,0,IT,low,0.17,0.85
43280,3,211,2,0,0,0,IT,low,0.72,0.98
43282,2,245,3,0,0,0,product_mng,low,0.49,0.49
77875,3,204,2,0,0,0,product_mng,low,0.81,0.95
43294,2,161,3,0,0,0,product_mng,low,0.75,0.98
43310,3,267,3,0,0,0,product_mng,low,0.74,0.73
43318,3,183,3,0,0,0,IT,low,0.82,0.73
43321,2,105,3,0,0,0,RandD,low,0.36,0.4
43327,3,260,2,0,0,0,RandD,low,0.89,0.55
18204,3,183,4,0,0,0,RandD,low,0.78,0.87
22129,4,262,3,0,0,0,RandD,medium,0.81,0.56
39381,4,244,4,0,0,0,RandD,medium,0.61,0.78
43346,4,242,6,0,0,0,marketing,medium,0.23,0.96
43359,4,146,3,0,0,0,sales,medium,0.73,1.0
73217,4,252,6,0,0,0,accounting,medium,0.4,0.65
43380,5,229,2,0,0,0,support,medium,0.99,0.63
43382,4,170,3,0,0,0,technical,medium,0.62,0.54
43383,3,250,4,0,0,0,management,medium,0.61,0.93
43395,2,243,3,0,0,0,marketing,medium,0.9,0.98
43403,4,135,3,1,0,0,marketing,medium,0.93,0.67
43407,4,266,3,0,0,0,marketing,medium,0.52,0.75
43419,4,223,3,0,0,0,sales,medium,0.77,0.72
43423,4,234,3,0,0,0,sales,high,0.59,0.76
43426,4,187,3,0,0,0,sales,low,0.51,0.59
43427,3,229,3,0,0,0,sales,medium,0.67,0.95
43428,3,155,2,1,0,0,sales,medium,0.95,0.65
43438,3,246,3,0,0,0,sales,medium,0.75,0.76
43448,3,152,3,0,0,0,sales,medium,0.54,0.61
43451,2,172,2,0,0,0,sales,low,0.45,0.71
43453,4,255,5,0,0,0,sales,low,0.66,0.66
43457,3,98,2,0,0,0,sales,low,0.36,0.69
43461,6,141,6,0,0,0,sales,low,0.3,0.47
43464,4,146,4,1,0,0,sales,low,0.61,0.63
43473,4,213,3,0,0,0,sales,low,0.71,0.7
43478,4,160,3,0,0,0,sales,low,0.6,0.99
43482,3,272,4,0,0,0,sales,low,0.19,0.61
43492,4,125,4,0,0,0,sales,medium,0.91,1.0
43497,3,152,2,0,0,0,sales,medium,0.98,0.69
43515,3,162,2,0,0,0,sales,medium,0.9,0.78
43521,3,251,6,0,0,0,sales,medium,0.73,0.94
43523,3,225,3,0,0,0,accounting,medium,0.52,0.56
4248,3,236,3,1,0,0,accounting,medium,0.77,0.56
43529,3,203,2,0,0,0,accounting,medium,0.98,0.62
43533,4,252,3,1,0,0,hr,medium,0.79,0.5
22390,3,135,2,0,0,0,hr,medium,0.73,0.91
43550,3,257,2,0,0,0,hr,medium,0.97,0.95
43557,5,145,5,0,0,0,hr,medium,0.38,0.6
43559,5,267,3,0,0,0,technical,medium,0.59,0.48
52113,4,208,5,0,0,0,technical,medium,0.73,0.79
43579,4,206,3,0,0,0,technical,medium,0.84,0.53
43584,4,247,2,0,0,0,technical,medium,0.61,0.59
43585,2,228,2,0,0,0,technical,medium,0.79,0.78
22546,4,248,2,1,0,0,technical,medium,0.73,0.91
39254,4,209,5,0,0,0,technical,medium,0.22,0.9
67834,5,171,3,0,0,0,technical,medium,0.84,0.52
43627,6,221,5,0,0,0,technical,medium,0.21,0.85
43629,2,173,2,0,0,0,technical,medium,0.44,0.69
43630,5,218,5,0,0,0,technical,medium,0.2,0.52
43634,4,223,3,1,0,0,support,medium,0.51,0.86
84406,3,169,2,0,0,0,support,medium,0.55,0.98
43652,6,109,2,0,0,0,support,medium,0.24,0.38
43653,4,273,2,0,0,0,support,high,0.65,0.77
43671,3,178,3,0,0,0,support,high,0.44,0.42
43674,4,189,4,0,0,0,support,high,0.98,0.67
43678,5,203,2,1,0,0,support,high,0.69,0.8
43679,3,177,4,0,0,0,support,high,0.71,0.56
43683,5,253,2,1,0,0,support,high,0.54,0.71
43687,3,273,3,0,0,0,support,high,0.77,0.98
43696,2,139,3,0,0,0,support,high,0.53,0.43
43703,3,185,2,1,0,0,technical,high,0.64,0.72
43704,5,182,4,0,0,0,technical,high,0.69,0.59
43721,5,270,2,0,0,0,technical,high,0.93,0.71
43726,3,139,4,0,0,0,management,high,0.58,0.65
43730,5,261,6,1,0,0,IT,low,0.33,0.46
43738,3,238,3,0,0,0,IT,low,0.95,0.57
43745,3,241,3,0,0,0,IT,low,0.65,0.9
43759,3,223,2,0,0,0,IT,low,0.9,0.7
43767,3,258,3,1,0,0,IT,low,0.59,0.8
43779,4,205,4,0,0,0,product_mng,low,0.88,0.55
24557,4,243,4,0,0,0,product_mng,low,0.63,0.83
90367,4,198,2,0,0,0,product_mng,low,0.53,0.61
94590,4,178,3,0,0,0,product_mng,low,0.63,0.64
43789,4,158,3,0,0,0,IT,low,0.96,0.76
6634,3,194,2,0,0,0,RandD,low,0.7,0.73
43799,4,253,2,1,0,0,RandD,low,0.73,0.36
43810,4,228,2,0,0,0,RandD,low,0.94,0.8
43814,5,227,3,0,0,0,RandD,low,0.82,0.58
43816,3,162,2,0,0,0,RandD,low,0.44,0.63
43825,5,257,3,0,0,0,marketing,medium,0.58,0.9
43830,2,140,2,0,0,0,sales,medium,0.55,0.97
43833,3,164,2,0,0,0,accounting,medium,0.92,0.84
43841,4,177,4,0,0,0,support,medium,0.91,0.59
43842,4,260,4,0,0,0,technical,medium,0.69,0.61
56263,4,233,2,0,0,0,management,medium,0.23,0.7
43859,4,227,5,0,0,0,marketing,medium,0.21,0.81
43864,4,140,3,0,0,0,marketing,medium,0.51,0.6
43865,3,254,4,1,0,0,marketing,medium,0.73,0.74
43869,3,245,3,0,0,0,sales,medium,0.65,0.67
43871,2,157,2,0,0,0,sales,medium,0.64,0.48
43878,3,265,3,0,0,0,sales,medium,0.77,0.49
43880,4,261,3,0,0,0,sales,high,0.71,0.79
43888,6,212,6,0,0,0,sales,high,0.2,0.38
8950,4,216,3,0,0,0,sales,high,0.99,0.57
43904,4,238,3,0,0,0,sales,high,0.77,0.57
43918,2,204,3,0,0,0,sales,high,0.8,0.56
82134,4,216,2,0,0,0,sales,high,0.97,0.5
43927,4,208,3,0,0,0,sales,high,0.89,0.53
43933,4,218,2,0,0,0,sales,high,0.97,0.7
43940,5,176,4,1,0,0,sales,low,0.23,0.99
43945,4,144,2,0,0,0,sales,low,0.6,0.75
43954,5,241,3,0,0,0,sales,low,0.52,0.63
43956,3,271,2,0,0,0,sales,low,0.86,0.63
43962,4,184,3,0,0,0,sales,low,0.86,0.95
43967,3,262,2,0,0,0,sales,low,0.76,0.58
43974,6,233,6,0,0,0,sales,low,0.79,0.77
43978,3,155,3,0,0,0,sales,low,0.35,0.52
43980,5,141,2,0,0,0,accounting,medium,1.0,0.97
62083,6,251,5,0,0,0,accounting,medium,0.2,0.8
43994,5,141,3,0,0,0,accounting,medium,0.57,0.62
